,Total_hh_percent_change,rent_percent_change,rent_percent_change_inflation,income_family_percent_change,income_nonfamily_percent_change,median_income_family_percent_change_inflation,median_income_nonfamily_percent_change_inflation,white_pop_percent_change,bachelorsplus_percent_change
0,-0.0903010033444816,0.5201342281879194,0.1200323055044212,0.065906954887218,0.7125675675675676,-0.1487971603114929,0.3676075289575288,0.6488307570352754,0.9162151447072816
1,-0.1391941391941391,0.2708585247883918,-0.0636336074180359,0.376511087983348,0.0098822366795684,0.0992424259752736,-0.1935368995658875,-0.1265268179535617,0.0114386106458299
2,0.003921568627451,0.4440400363967243,0.0639662348331595,0.1902789197394219,0.3292786492157059,-0.0494772626652331,0.061523949873685,0.8997443573614987,0.1130589642986335
3,0.0607142857142858,0.5794701986754967,0.1637509473139445,0.3842606293775278,1.3788696117023862,0.1054309883171972,0.8996973042023341,0.5453287057589088,0.5774661795200948
4,-0.0517241379310344,0.3618513323983169,0.0034097379667678,0.6822663834951457,3.261550177695041,0.3434098691054092,2.403152213330755,0.9756712222545314,0.7347767847339641
5,-0.0273224043715847,0.3152965660770031,-0.0308917344217842,0.6026034731092209,-0.0062595380357466,0.2797933449543636,-0.2064272596599747,2.5667293233082704,0.2513432169289526
6,-0.2825396825396826,0.7400932400932401,0.2820977301573919,0.2417592856464329,1.7750124892138608,-0.0083665133194914,1.2160456878150687,0.7484725242589635,0.483923755852179
7,0.0641509433962263,0.6325678496868476,0.202873205977908,0.8962335766423357,-0.0727101673274645,0.5142779562043795,-0.2594928336229324,1.8447745818199583,0.5742502491619099
8,-0.0830670926517571,0.4258849557522124,0.0505896023925291,0.0820804953560371,0.2702919810002794,-0.1358814329942504,0.014418881970223,0.2259604394142806,0.5330125288933044
9,-0.0764331210191083,0.4022857142857143,0.0332017215477002,-0.0632563872702823,0.2726852463346982,-0.2519433149772684,0.0163300752872805,0.9444470453599668,-0.1520739054257901
10,-0.0927835051546391,0.7539779681762546,0.2923279741172682,0.3115239524601468,0.1758270286307669,0.0473455563217457,-0.0610181299934305,1.1474435196195003,0.3090693355344613
11,-0.0817843866171002,0.4527296937416777,0.0703687595376481,0.364266805861079,0.1337446808510638,0.0894644921090615,-0.0946238905775076,0.2296911476087181,0.4118908614321459
12,-0.0762195121951219,0.3051282051282051,-0.0383837654184543,0.0302787568087151,0.1017595016402134,-0.1772488213484689,-0.1201663408330296,1.656965949144008,1.1132942464209468
13,-0.1354581673306772,0.4448897795591182,0.0645923241452838,0.4564623362093078,0.3643538913362701,0.163089208487147,0.0895340360813929,0.4511131173358055,0.7767909632988997
14,0.0819672131147541,0.2675496688741722,-0.0660715668096899,0.4755549564123303,1.0610737571312143,0.1783360294778466,0.6459146146233554,-0.0547561412946029,0.3831967213114753
15,-0.0678733031674207,0.4968553459119497,0.1028804647645407,1.6103336400174326,-0.1794231413516888,1.0845378639567784,-0.344710765736563,-0.0319918422841604,1.1532079543129268
16,-0.1897321428571429,0.6705426356589147,0.2308529634852652,-0.2368160974067046,2.135567867036011,-0.3905431406433541,1.503974910961614,1.109584664536741,-0.5223842577851365
17,-0.1227436823104692,0.2392156862745098,-0.0869479968424848,0.7904136358701552,0.2633610104081394,0.4297731749305954,0.0088840068830712,0.9785291790679276,0.5161214244803072
18,-0.0225806451612904,0.45125,0.0692785237136001,0.7832444444444444,1.2666823529411764,0.4240480634920635,0.8101077647058824,-0.0311997003936316,1.4327740550274444
19,0.0565217391304349,0.362410071942446,0.0038214163094976,0.5248347993523259,0.3277428571428571,0.2176895040542145,0.0602975102040816,0.5400418546970274,0.4791310311774379
20,-0.175595238095238,0.5198019801980198,0.1197875057523823,1.201080119058578,0.2602739726027397,0.7577196950767787,0.0064187866927593,1.6956400970054382,0.0709553284565536
21,-0.0509090909090909,0.4323770491803279,0.0553729657528226,0.2679764705882353,0.8661754911754912,0.012569781512605,0.4902744279529994,1.3775631812346232,0.2220980162532381
22,-0.0448275862068965,0.4291666666666666,0.0530075613946736,0.1975192337886638,0.3835039608390136,-0.0436953547316241,0.1048267344414407,0.9538985946364104,0.0142637292267014
23,0.0663900414937758,0.273972602739726,-0.0613391600970839,-0.1251880911435941,0.5651302126846968,-0.3014002042132416,0.249868269843922,0.5992394979482496,0.056226978714795
25,-0.0984251968503936,1.2238805970149254,0.6385514292447472,0.7361963190184049,0.8640837508947745,0.3864767747589834,0.488604023928827,2.6817011563404085,1.214180469875812
26,-0.0583941605839416,0.9788418708240536,0.4580073139000191,0.5094307953758681,0.868628028740452,0.2053883065930145,0.4922329543798752,0.6121658814199747,0.3162606167375642
27,-0.1699999999999999,0.8653624856156502,0.374395896509791,0.7291589324753537,0.6992582409714466,0.3808569189338896,0.3569790810043409,1.0945518790585411,1.199726321675029
28,-0.0813253012048192,0.415929203539823,0.0432542211500676,0.0786723785883012,0.5922181514631545,-0.1386030576701994,0.2714999238112905,1.641135085944465,0.7425719180105144
29,0.2123287671232877,1.6983471074380163,0.9881375445362174,0.9982261955442032,0.8657755499860763,0.5957263475845851,0.4899550463460237,0.2788580251641305,0.3421052631578947
30,-0.0237388724035608,0.9150779896013864,0.4110261950162824,1.03544061302682,0.988327721661055,0.6254447181171318,0.5878217091550423,0.9602820659424433,5.41610808273128
31,-0.0903010033444816,0.5201342281879194,0.1200323055044212,0.065906954887218,0.7125675675675676,-0.1487971603114929,0.3676075289575288,0.6488307570352754,0.9162151447072816
32,-0.1391941391941391,0.2708585247883918,-0.0636336074180359,0.376511087983348,0.0098822366795684,0.0992424259752736,-0.1935368995658875,-0.1265268179535617,0.0114386106458299
33,-0.0357142857142856,0.4807692307692308,0.0910282425753292,1.2959394617558366,-0.0936066340044665,0.8334716558878754,-0.2761801548692811,0.1244750223405241,0.0664282106692499
34,-0.0583941605839416,0.9788418708240536,0.4580073139000191,0.5094307953758681,0.868628028740452,0.2053883065930145,0.4922329543798752,0.6121658814199747,0.3162606167375642
35,-0.1699999999999999,0.8653624856156502,0.374395896509791,0.7291589324753537,0.6992582409714466,0.3808569189338896,0.3569790810043409,1.0945518790585411,1.199726321675029
37,-0.2799999999999999,0.3201754385964912,-0.0272969894743077,-0.060814479638009,-0.0607613595461323,-0.2499932773109243,-0.2499508571232685,0.2781523736407572,0.0508557306586864
38,0.0136986301369864,0.5435606060606061,0.1372928207482893,1.1380321482844973,1.1373320667661826,0.7073713869871913,0.7068123218889943,0.2873058653886934,0.367838356390743
39,-0.2374581939799332,0.6228070175438597,0.1956814415099871,0.1357822342203368,2.3288030288321524,-0.0929967586726167,1.6582869901673902,0.3770096775867437,0.4648137833766216
40,-0.1016260162601626,0.2186326070623591,-0.1021135744848267,0.3262622207272214,0.1757654110595287,0.0591151162664525,-0.0610673360253192,0.1134664968636423,0.1113629145709959
41,-0.0266666666666666,0.3562401263823064,-0.0007245890513563,1.2618749196554828,0.259847664944559,0.8062686858391641,0.0060783495771549,0.0890187242985965,0.1758333676141895
42,-0.0085106382978723,0.3867595818815331,0.0217620936847373,0.4822394786600231,0.1204142402417379,0.1836740979585039,-0.1052691995783835,0.0407006304657311,0.2868682451013525
43,-0.0517241379310344,0.3618513323983169,0.0034097379667678,0.6822663834951457,3.261550177695041,0.3434098691054092,2.403152213330755,0.9756712222545314,0.7347767847339641
44,-0.0273224043715847,0.3152965660770031,-0.0308917344217842,0.6026034731092209,-0.0062595380357466,0.2797933449543636,-0.2064272596599747,2.5667293233082704,0.2513432169289526
45,-0.1805054151624548,0.329981718464351,-0.0200717392002493,0.8323121573685908,0.7441701429255283,0.4632321370986318,0.3928444427076719,0.3442701215477675,0.7202536474415727
46,-0.2078853046594982,0.2646502835538752,-0.0682078289664264,2.023105882352941,0.0735154989147977,1.4141659831932774,-0.1427211944380401,0.9091434813339327,0.8031838305545466
47,-0.2825396825396826,0.7400932400932401,0.2820977301573919,0.2417592856464329,1.7750124892138608,-0.0083665133194914,1.2160456878150687,0.7484725242589635,0.483923755852179
48,0.0641509433962263,0.6325678496868476,0.202873205977908,0.8962335766423357,-0.0727101673274645,0.5142779562043795,-0.2594928336229324,1.8447745818199583,0.5742502491619099
50,-0.0945945945945945,0.1070075757575757,-0.1843587070829753,0.396720987654321,0.2178418131612762,0.1153814744268077,-0.027466323489781,0.3939219058933266,0.3587402712554593
51,0.1562499999999998,0.5531475748194015,0.1443564829714025,0.4909826663267907,1.110950387006725,0.190656157823823,0.6857446661953704,0.2774190253889104,0.4430131882800819
52,0.0607142857142858,0.5794701986754967,0.1637509473139445,0.3842606293775278,1.3788696117023862,0.1054309883171972,0.8996973042023341,0.5453287057589088,0.5774661795200948
53,0.0422077922077921,0.7298524404086265,0.2745523264237757,1.328800357530486,0.2289842517248847,0.8597134283707736,-0.0185682904082705,1.234586600035369,1.949123500724924
54,-0.1115107913669063,0.3851851851851852,0.0206020808852814,0.5379547206840962,0.9132161307733828,0.228166698374871,0.5278397387176013,1.5056702344546378,1.647509277907102
55,-0.0932835820895522,0.2370936902485659,-0.0885114798936114,0.3179049466537342,0.2252785388127854,0.0524412359706248,-0.0215275668623614,0.3254504029365849,0.3556845680248097
56,-0.1578947368421052,0.579610538373425,0.1638543493639146,0.0403833865814696,0.1368114239233585,-0.169179552715655,-0.0921748771812037,0.3023938820977341,0.2343117716460356
57,0.0255102040816325,0.5417075564278705,0.1359274969407717,0.3751369294605809,0.579397697502824,0.0981450622406638,0.2612618755772552,0.0783760712672541,0.300808568564508
58,-0.2799999999999999,0.3201754385964912,-0.0272969894743077,-0.060814479638009,-0.0607613595461323,-0.2499932773109243,-0.2499508571232685,0.2781523736407572,0.0508557306586864
59,-0.2374581939799332,0.6228070175438597,0.1956814415099871,0.1357822342203368,2.3288030288321524,-0.0929967586726167,1.6582869901673902,0.3770096775867437,0.4648137833766216
60,-0.1016260162601626,0.2186326070623591,-0.1021135744848267,0.3262622207272214,0.1757654110595287,0.0591151162664525,-0.0610673360253192,0.1134664968636423,0.1113629145709959
61,-0.0266666666666666,0.3562401263823064,-0.0007245890513563,1.2618749196554828,0.259847664944559,0.8062686858391641,0.0060783495771549,0.0890187242985965,0.1758333676141895
62,-0.0085106382978723,0.3867595818815331,0.0217620936847373,0.4822394786600231,0.1204142402417379,0.1836740979585039,-0.1052691995783835,0.0407006304657311,0.2868682451013525
63,0.0641509433962263,0.6325678496868476,0.202873205977908,0.8962335766423357,-0.0727101673274645,0.5142779562043795,-0.2594928336229324,1.8447745818199583,0.5742502491619099
65,-0.1871794871794871,0.8538135593220338,0.365886667322735,0.6847620683731318,3.602177311946262,0.3454028517436867,2.675167310539944,1.0880561089933318,1.0416123553343606
66,0.1575757575757576,0.3672862453531598,0.0074141725582346,0.3954203245890536,0.5548722891566265,0.1143428020646871,0.2416765851979345,0.0136346213025099,0.2361441064462433
67,0.0372093023255814,0.6039861351819757,0.1818142475000627,0.3614426864024312,0.4929317269076305,0.0872092309985129,0.1922126219162363,0.0058059485079991,0.1900258075746032
68,0.0704225352112675,0.4662162162162162,0.0803056062846624,0.4349561732645309,0.0310581994263331,0.1459150012212468,-0.1766263807438282,-0.0176941614011119,0.2079233607625908
69,0.0994152046783625,0.3537848605577689,-0.0025336247214241,0.1044,0.3508091852521425,-0.1180577142857142,0.0787176207942109,-0.0286689539525843,0.1958408584804753
70,-0.1354581673306772,0.4448897795591182,0.0645923241452838,0.4564623362093078,0.3643538913362701,0.163089208487147,0.0895340360813929,0.4511131173358055,0.7767909632988997
71,0.0568720379146919,0.8930180180180181,0.3947724455948677,0.3337540413907571,0.7327267959088983,0.065097870196333,0.3837061127329631,0.324900763724293,0.636592469647003
72,0.015625,0.451988360814743,0.0698225467020283,1.5081892562833263,0.3367410807427498,1.0029682775176847,0.067483234478853,0.1668890390725154,0.3690393240739307
73,0.0194174757281553,0.5598771750255885,0.1493148409205184,1.106150513327682,0.3177210254410761,0.6819116242145346,0.0522943617450879,0.0357271636793239,0.0738831615120276
74,0.0376344086021504,0.3612099644128114,0.0029371791294216,1.050864466553889,0.7239061726514603,0.6377617668623201,0.3766622150173804,0.0729890211745649,0.0433452738973795
75,-0.0769230769230769,0.2440537745604963,-0.0833833016486618,0.0788868133950567,0.2931137278282903,-0.1384318161602332,0.0326436769371633,0.43704220361758,0.3533792009966307
76,-0.0627177700348432,0.2519019442096365,-0.0776007836426074,0.0844713568639949,0.6758452579786034,-0.133972159304324,0.3382821417286274,0.1936502804272939,0.2631517915012664
77,0.02991452991453,0.3407407407407407,-0.0121445099452622,0.2464409846212445,0.2831856863839285,-0.0046278422810347,0.0247154266980227,0.0304964676404872,-0.1459535869949346
78,-0.0659340659340659,0.4966292134831461,0.1027138507768508,1.3062387624249414,0.313878881454795,0.841696383136489,0.0492261353331861,0.4137204177445626,0.4304228867661882
79,0.003921568627451,0.4440400363967243,0.0639662348331595,0.1902789197394219,0.3292786492157059,-0.0494772626652331,0.061523949873685,0.8997443573614987,0.1130589642986335
80,-0.0724137931034482,0.4072657743785851,0.0368710213265873,0.8666940676805042,0.5103362977796101,0.4906885483334313,0.2061114149411457,0.6211365029331932,-0.159827514257894
81,-0.0925925925925925,0.4370179948586118,0.0587924066096773,0.6881249749006064,0.1873808722951003,0.3480883728134842,-0.0517915605529127,0.6258350487960516,0.4192828375952253
82,0.1299212598425197,0.432043204320432,0.055126989429695,0.2947305389221556,0.25,0.0339348160821215,-0.0017857142857143,0.5633928207635578,0.4566749162711786
83,0.0032051282051281,0.4198687910028116,0.0461569024706293,0.7034967756281966,0.615778801843318,0.3603638536802312,0.2903147860434495,0.4407395341260792,-0.2809318849491015
84,0.0030211480362537,0.3645833333333333,0.0054226715940397,0.7167319330722677,0.2619216205399747,0.3709330722677108,0.0077345512597799,0.6214136701780125,0.7623649801023309
85,0.0607142857142858,0.5794701986754967,0.1637509473139445,0.3842606293775278,1.3788696117023862,0.1054309883171972,0.8996973042023341,0.5453287057589088,0.5774661795200948
86,-0.0260223048327136,0.4581395348837209,0.0743547212602244,0.2709501787529929,0.1410812222512405,0.0149444998898899,-0.088765138230795,0.6706821181128342,0.9667376818435032
87,0.0327102803738316,0.5757847533632287,0.1610355174963879,1.6822012257405516,0.1990169232841046,1.141929264555669,-0.0424993426916935,0.0462562429977619,0.2519401223720161
88,-0.0830670926517571,0.4258849557522124,0.0505896023925291,0.0820804953560371,0.2702919810002794,-0.1358814329942504,0.014418881970223,0.2259604394142806,0.5330125288933044
89,-0.2072072072072072,0.4530706836616454,0.0706200003288447,0.9199246505172016,1.2121476949967227,0.5331969709130222,0.7665579450045258,1.5957371698418945,0.6285963591159561
90,-0.0077519379844961,0.422283356258597,0.0479359500310883,0.2919260796521395,0.0878857142857142,0.0316952550364942,-0.1312455510204081,1.7218966322673803,1.8789455428373223
91,-0.0764331210191083,0.4022857142857143,0.0332017215477002,-0.0632563872702823,0.2726852463346982,-0.2519433149772684,0.0163300752872805,0.9444470453599668,-0.1520739054257901
92,-0.0256410256410255,0.4889867841409692,0.0970829218779096,0.8755229299865814,1.5826140992888214,0.4977390255178556,1.0624018307177872,0.622518220658457,0.3048163682173017
93,-0.1297709923664123,0.2970391595033428,-0.0443437604324113,0.5577809839033636,0.4428678117998506,0.2439993857171147,0.1522330097087378,0.4434120494974144,0.2933567190489024
94,-0.0927835051546391,0.7539779681762546,0.2923279741172682,0.3115239524601468,0.1758270286307669,0.0473455563217457,-0.0610181299934305,1.1474435196195003,0.3090693355344613
95,-0.2481481481481482,0.4508348794063079,0.0689726635684933,0.2907253269916766,-0.1246351534135402,0.0307363682690674,-0.3009586439402415,0.753903836105574,0.2272069464544139
96,0.0037174721189591,0.3155555555555555,-0.0307009114159038,0.4692779376798899,0.174950354609929,0.173323381661512,-0.0617182168186423,0.5787415730337077,-0.0605305392815669
97,-0.0817843866171002,0.4527296937416777,0.0703687595376481,0.364266805861079,0.1337446808510638,0.0894644921090615,-0.0946238905775076,0.2296911476087181,0.4118908614321459
98,0.0916666666666667,0.4994547437295529,0.1047956966411653,0.2121641607098841,0.573901769371568,-0.0320003345188211,0.2568729843981521,0.5610947708749634,0.2960249798086174
99,-0.0904255319148935,0.3798076923076923,0.0166399533088294,0.5956652126499454,0.066299566441976,0.2742526483875994,-0.1484836319413364,0.0758181939514503,0.3502157849258391
100,0.1027027027027026,0.4512471655328798,0.0692764352830625,0.3586425339366516,0.7464390864963794,0.0849731092436975,0.3946563562163944,0.2881977942425742,0.0291175039049203
101,-0.0459183673469387,0.8433333333333334,0.3581648546968037,0.2749819360634288,0.1729338033685859,0.0181641460849381,-0.0633285770242291,0.3602001446829033,0.5023073606179873
102,-0.2103321033210331,0.3675564681724846,0.0076132722704284,0.2276294775268081,0.410874266295953,-0.0196501743750204,0.1266838783706252,0.1473200073909337,0.1873396724979265
103,-0.0331950207468879,0.3976833976833976,0.0298107425281047,0.1755053372700431,0.0492192719804013,-0.0612750235229226,-0.1621234670899367,0.1204890604479861,-0.0175438596491228
104,-0.097560975609756,0.1670266378689704,-0.1401367645305916,0.3392284364611885,0.1366357626907246,0.069469565688292,-0.0923151552226928,0.152788982494192,-0.2022990417195002
105,0.2153110047846891,0.4226519337016574,0.048207517262227,0.3472825256910959,0.4421763073992795,0.0759013312304607,0.1516807940517102,0.459177525488204,0.0105053090285901
106,-0.1911764705882352,0.4066390041493776,0.0364092180911732,0.733146165994034,0.5771416003812176,0.3840410097009498,0.2594602208758579,0.4927357775055168,0.1228012250279907
107,-0.0482758620689655,0.2359550561797752,-0.0893504235326305,0.24594221400099,0.0018849685838569,-0.0050261462477808,-0.1999232893737485,0.8594302898555757,0.189798903202845
108,-0.0443686006825939,0.4515011547344111,0.0694635740933657,0.7693600233781415,0.4698722989926225,0.4129603615262585,0.1737980216241085,0.1013309014974293,0.165816209258493
109,-0.1119402985074627,0.2111861137897782,-0.1076001380220178,0.78741662518666,0.1625134136163109,0.4273798478276327,-0.0716500025549745,0.0367459094445494,-0.0143340987972778
110,0.003690036900369,0.5005586592178771,0.1056090596893374,0.7826664557962992,0.1937494408493126,0.4235864982716159,-0.0467058036646204,0.0934427431557755,0.7110497686124868
111,0.0129449838187702,0.3418141592920354,-0.0113536169882561,0.3259259259259259,-0.1896663185638271,0.0588465608465607,-0.3528906743959705,0.1738864415075869,1.2285136501516682
112,-0.1453488372093023,0.517426273458445,0.1180370890803623,1.0670499514671845,-0.21792,0.6506870326716515,-0.3754532571428571,1.3047507900300856,2.3510666040786514
113,-0.0237388724035608,0.9150779896013864,0.4110261950162824,1.03544061302682,0.988327721661055,0.6254447181171318,0.5878217091550423,0.9602820659424433,5.41610808273128
114,-0.0903010033444816,0.5201342281879194,0.1200323055044212,0.065906954887218,0.7125675675675676,-0.1487971603114929,0.3676075289575288,0.6488307570352754,0.9162151447072816
115,0.0588235294117647,0.377212389380531,0.0147277385404955,0.3241139717763654,3.3730420445177245,0.0573995860328401,2.4921864326934404,0.9949793756289602,0.5026059840183081
116,-0.0236686390532544,0.3292231812577065,-0.0206306281198032,0.5215829645308191,0.2370508333065733,0.2150926816753253,-0.0121265488308937,1.3170351760870374,0.8543046357615894
117,0.0395683453237411,0.3518312985571587,-0.0039730058700858,0.6051434372297627,0.2801358983409813,0.2818216877306249,0.0222799531037265,1.674974044087176,0.4933445266905064
118,-0.0260223048327136,0.4581395348837209,0.0743547212602244,0.2709501787529929,0.1410812222512405,0.0149444998898899,-0.088765138230795,0.6706821181128342,0.9667376818435032
119,0.0303030303030303,0.3303030303030303,-0.0198349971857688,-0.1278966461834604,0.3280113815997471,-0.3035631788807919,0.0605119461632265,0.4204835589941971,0.7632241813602015
120,-0.0830670926517571,0.4258849557522124,0.0505896023925291,0.0820804953560371,0.2702919810002794,-0.1358814329942504,0.014418881970223,0.2259604394142806,0.5330125288933044
121,-0.2072072072072072,0.4530706836616454,0.0706200003288447,0.9199246505172016,1.2121476949967227,0.5331969709130222,0.7665579450045258,1.5957371698418945,0.6285963591159561
122,-0.0077519379844961,0.422283356258597,0.0479359500310883,0.2919260796521395,0.0878857142857142,0.0316952550364942,-0.1312455510204081,1.7218966322673803,1.8789455428373223
123,-0.0764331210191083,0.4022857142857143,0.0332017215477002,-0.0632563872702823,0.2726852463346982,-0.2519433149772684,0.0163300752872805,0.9444470453599668,-0.1520739054257901
124,-0.134228187919463,0.0745986779981114,-0.2082375276524328,0.6361066235864298,1.1487110588630447,0.3065480036925918,0.7158992598634886,0.2253354240426844,0.8554033941645941
125,-0.1622516556291391,0.3415765069551777,-0.0115287188245436,-0.0838955841980363,-0.2397076735688185,-0.268425187952432,-0.3928522707499565,0.5238352464550979,0.0298230044039586
126,-0.0223463687150838,0.2623376623376623,-0.0699117643324771,0.3908471860604847,-0.1631672512372075,0.1106908242968729,-0.3317292763451414,0.8598416102953311,0.9433427261565098
127,-0.1077844311377245,0.4320388349514563,0.0551237700860893,0.8187945243749127,0.418683924513388,0.4524373416079659,0.1329204482899769,0.4855068552304868,2.3087103724222837
128,-0.1428571428571428,0.1913133402275077,-0.1222423636735315,0.4392542101042502,2.580589514737869,0.149347290640394,1.8593564839120975,-0.4115935879302216,0.563381003639346
130,-0.1108374384236452,0.2531969309462916,-0.0766466396246924,0.6886343407762857,-0.0403333595408444,0.348495137848491,-0.2336376399761885,1.0070476710425094,0.9038332056372036
131,0.1304347826086957,0.4586709886547812,0.0747462954919153,0.1812928258895401,0.413178947368421,-0.0566533004682101,0.1285243308270676,0.2290476681444823,0.0365977864789625
132,-0.0762195121951219,0.3051282051282051,-0.0383837654184543,0.0302787568087151,0.1017595016402134,-0.1772488213484689,-0.1201663408330296,1.656965949144008,1.1132942464209468
